# peacockdb cost-model calibration record. One row per CALL — per
# (plan node, recipe step, call index), not per node and not per output partition: one
#   plan node publishes several recipe steps, and a batched run drives each of them once
#   per batch per lane. A call answering with several output partitions is still ONE row;
#   its cost is the sum over its regions, because the shared prologue is charged to p0.
# A benchmark executes its plan several times and writes EVERY measured execution, in
#   the order they ran; the .benchmark.txt beside it reports one chosen run instead. So
#   the same (query, mode, node_seq, recipe_seq, call_index) recurs once per execution,
#   told apart by run_index. Spread across executions is data.
# ONE FILE IS ONE RUN. The `# run:` lines below hold what is constant across it, and
#   each of them changes what the microseconds MEAN — so appending a run that disagrees
#   with them is refused rather than merged.
# mode = the batch-partitioned planning mode, `bp-tp4-sized` and the like. The same query
#   at two modes is a different plan and a different set of calls.
# node_seq = the node's position in the TREE, post-order — the same space recipe_seq is
#   in. The driver numbers nodes pre-order, so this is a translation and not the index a
#   report is walked by.
# lane = the lane the node was DRIVEN on. A scatter is driven on one and emits into four,
#   a cross-lane accumulator the other way round; a call belongs to the driving one.
# recipe_seq = the seq the call addressed in the FlatBuffers plan. Deliberately a different
#   index from node_seq: one plan node with two calls is one tree position and two fb ones.
# recipe_kind = the fb node kind the call addressed, `CudfAggregate{Partial}` and the
#   like. Redundant with recipe_seq given the plan, and written anyway so a row is
#   readable without one.
# call_index = which call of this recipe_seq the session had reached, 0 for the first.
#   The number C++ counts to independently, and the key the two halves of a measurement
#   meet on.
# run_index = which execution of the case, 0 for the first MEASURED one — the warm-up is
#   not written. Derivable from a repeat of call_index 0 and written anyway, so that a
#   file joined against this one (hbm.tsv) names the same execution by the same number
#   rather than by its own count of the same boundary.
# out_rows/out_bytes = what the call answered with, summed over its output partitions.
#   Both come from the device's region: a call in the middle of a node's chain hands the
#   raw handle on, so this side never built a batch from it and never priced it.
# in_rows/in_bytes = what the CALLER handed over, summed over the call's input slots.
#   Empty where the input was the previous call's output: nothing on this side priced it,
#   and that call's own out_bytes is the figure.
# peacock_host_us = host time before the region's first device touch — the prologue only
#   peacockdb pays.
# cudf_host_us = host time from that touch to the end of the region. NOT launch cost:
#   cuDF and rmm synchronize internally, so it follows device_us closely.
# device_us = between the region's CUDA events, on the one stream everything is issued
#   to. An interval of that stream, not a figure for the device as a whole.
# hbm_bytes is NOT here: it comes from Nsight and joins on the same tuple.
# run: timing_mode=events
# run: build_profile=benchmarks opt-level=3
# run: allocator=rmm-pool initial=118.3GiB max=132.2GiB of 139.2GiB free on a discrete device
dataset	sf	query	mode	node_seq	node_type	lane	recipe_seq	recipe_kind	call_index	run_index	in_rows	in_bytes	out_rows	out_bytes	peacock_host_us	cudf_host_us	device_us
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	9	1		1	17	0	284	277
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	9	1	17	1	17	0	14	13
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	9	4565749	147245406	1	17	0	1062	1002
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	9	36618240	1922457600	4565749	147245406	2	4654	4720
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	9	0	0	36618240	1922457600	2	83065	83064
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	0	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	0	4	68	4	65	0	23	23
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	0	4		1	17	0	261	260
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	0	1	17	1	17	0	12	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	0	1	17	1	17	0	13	14
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	0	1		1	17	0	265	264
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	0	1	17	1	17	0	10	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	0	1		1	17	0	255	254
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	0	1	17	1	17	0	9	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	0	1		1	17	0	255	253
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	0	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	0	1		1	17	0	256	255
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	0	1128903	36407122	1	17	1	627	626
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	0	1156251	37289096	1	17	0	585	584
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	0	1138946	36731010	1	17	0	577	576
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	0	1141649	36818182	1	17	0	560	559
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	0	9093120	477388800	1128903	36407122	3	1765	1764
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	0	9216000	483840000	1156251	37289096	0	1718	1717
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	0	9093120	477388800	1138946	36731010	0	1711	1712
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	0	9216000	483840000	1141649	36818182	0	1707	1707
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	0	0	0	9093120	477388800	1	52256	52255
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	0	0	0	9216000	483840000	1	52209	52208
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	0	0	0	9093120	477388800	1	52933	52931
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	0	0	0	9216000	483840000	1	52446	52445
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	1	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	1	4	68	4	65	0	21	21
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	1	4		1	17	0	261	260
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	1	1	17	1	17	0	12	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	1	1	17	1	17	0	12	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	1	1		1	17	0	267	266
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	1	1	17	1	17	0	10	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	1	1		1	17	0	255	254
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	1	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	1	1		1	17	0	253	252
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	1	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	1	1		1	17	0	259	258
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	1	1128903	36407122	1	17	0	619	617
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	1	1156251	37289096	1	17	0	595	593
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	1	1138946	36731010	1	17	0	585	584
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	1	1141649	36818182	1	17	0	570	568
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	1	9093120	477388800	1128903	36407122	2	1757	1756
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	1	9216000	483840000	1156251	37289096	1	1710	1713
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	1	9093120	477388800	1138946	36731010	0	1737	1737
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	1	9216000	483840000	1141649	36818182	0	1711	1711
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	1	0	0	9093120	477388800	1	52198	52197
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	1	0	0	9216000	483840000	1	52094	52094
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	1	0	0	9093120	477388800	1	52058	52056
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	1	0	0	9216000	483840000	1	52309	52308
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	2	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	2	4	68	4	65	0	22	22
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	2	4		1	17	0	262	261
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	2	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	2	1	17	1	17	0	12	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	2	1		1	17	0	264	263
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	2	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	2	1		1	17	0	262	261
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	2	1	17	1	17	0	10	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	2	1		1	17	0	253	252
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	2	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	2	1		1	17	0	255	254
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	2	1128903	36407122	1	17	0	618	617
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	2	1156251	37289096	1	17	0	592	590
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	2	1138946	36731010	1	17	0	577	575
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	2	1141649	36818182	1	17	0	570	569
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	2	9093120	477388800	1128903	36407122	2	1785	1783
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	2	9216000	483840000	1156251	37289096	0	1723	1724
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	2	9093120	477388800	1138946	36731010	0	1724	1723
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	2	9216000	483840000	1141649	36818182	0	1709	1710
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	2	0	0	9093120	477388800	1	52179	52178
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	2	0	0	9216000	483840000	1	52142	52140
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	2	0	0	9093120	477388800	1	52205	52203
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	2	0	0	9216000	483840000	1	52396	52395
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	3	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	3	4	68	4	65	0	21	21
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	3	4		1	17	0	262	261
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	3	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	3	1	17	1	17	0	18	18
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	3	1		1	17	0	265	264
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	3	1	17	1	17	0	10	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	3	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	3	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	3	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	3	1	17	1	17	0	8	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	3	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	3	1128903	36407122	1	17	0	609	607
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	3	1156251	37289096	1	17	0	572	570
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	3	1138946	36731010	1	17	0	580	578
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	3	1141649	36818182	1	17	0	567	565
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	3	9093120	477388800	1128903	36407122	2	1768	1768
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	3	9216000	483840000	1156251	37289096	0	1718	1719
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	3	9093120	477388800	1138946	36731010	0	1708	1710
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	3	9216000	483840000	1141649	36818182	0	1715	1715
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	3	0	0	9093120	477388800	1	52044	52042
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	3	0	0	9216000	483840000	1	52152	52150
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	3	0	0	9093120	477388800	1	52192	52191
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	3	0	0	9216000	483840000	1	52217	52216
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	4	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	4	4	68	4	65	0	23	23
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	4	4		1	17	0	265	263
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	4	1	17	1	17	0	12	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	4	1	17	1	17	0	13	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	4	1		1	17	0	265	264
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	4	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	4	1		1	17	0	256	255
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	4	1	17	1	17	0	9	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	4	1		1	17	0	260	259
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	4	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	4	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	4	1128903	36407122	1	17	0	608	607
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	4	1156251	37289096	1	17	0	568	567
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	4	1138946	36731010	1	17	0	579	578
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	4	1141649	36818182	1	17	0	570	569
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	4	9093120	477388800	1128903	36407122	2	1746	1745
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	4	9216000	483840000	1156251	37289096	0	1720	1720
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	4	9093120	477388800	1138946	36731010	0	1707	1707
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	4	9216000	483840000	1141649	36818182	0	1711	1712
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	4	0	0	9093120	477388800	1	51996	51995
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	4	0	0	9216000	483840000	1	52198	52197
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	4	0	0	9093120	477388800	1	52329	52328
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	4	0	0	9216000	483840000	1	52421	52419
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	5	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	5	4	68	4	65	0	21	21
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	5	4		1	17	0	262	261
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	5	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	5	1	17	1	17	0	13	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	5	1		1	17	0	267	266
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	5	1	17	1	17	0	10	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	5	1		1	17	0	256	255
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	5	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	5	1		1	17	0	256	255
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	5	1	17	1	17	0	10	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	5	1		1	17	0	256	254
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	5	1128903	36407122	1	17	0	620	619
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	5	1156251	37289096	1	17	0	575	574
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	5	1138946	36731010	1	17	0	582	580
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	5	1141649	36818182	1	17	0	571	570
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	5	9093120	477388800	1128903	36407122	2	1772	1772
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	5	9216000	483840000	1156251	37289096	0	1718	1721
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	5	9093120	477388800	1138946	36731010	0	1716	1716
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	5	9216000	483840000	1141649	36818182	0	1713	1713
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	5	0	0	9093120	477388800	1	52059	52057
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	5	0	0	9216000	483840000	1	52176	52174
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	5	0	0	9093120	477388800	1	52071	52070
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	5	0	0	9216000	483840000	1	52332	52331
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	6	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	6	4	68	4	65	0	22	21
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	6	4		1	17	0	263	262
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	6	1	17	1	17	0	12	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	6	1	17	1	17	0	12	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	6	1		1	17	0	264	263
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	6	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	6	1		1	17	0	254	253
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	6	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	6	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	6	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	6	1		1	17	0	256	255
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	6	1128903	36407122	1	17	0	621	620
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	6	1156251	37289096	1	17	0	581	580
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	6	1138946	36731010	1	17	0	569	568
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	6	1141649	36818182	1	17	0	581	580
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	6	9093120	477388800	1128903	36407122	2	1790	1789
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	6	9216000	483840000	1156251	37289096	0	1718	1719
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	6	9093120	477388800	1138946	36731010	0	1695	1695
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	6	9216000	483840000	1141649	36818182	0	1698	1699
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	6	0	0	9093120	477388800	1	51955	51953
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	6	0	0	9216000	483840000	1	52211	52211
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	6	0	0	9093120	477388800	1	52045	52043
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	6	0	0	9216000	483840000	1	52246	52244
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	7	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	7	4	68	4	65	0	22	22
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	7	4		1	17	0	261	260
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	7	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	7	1	17	1	17	0	13	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	7	1		1	17	0	275	273
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	7	1	17	1	17	0	11	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	7	1		1	17	0	262	261
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	7	1	17	1	17	0	9	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	7	1		1	17	0	254	253
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	7	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	7	1		1	17	0	258	257
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	7	1128903	36407122	1	17	0	613	611
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	7	1156251	37289096	1	17	0	567	566
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	7	1138946	36731010	1	17	0	563	562
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	7	1141649	36818182	1	17	0	581	580
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	7	9093120	477388800	1128903	36407122	2	1769	1768
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	7	9216000	483840000	1156251	37289096	1	1716	1718
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	7	9093120	477388800	1138946	36731010	0	1699	1702
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	7	9216000	483840000	1141649	36818182	0	1729	1729
