# peacockdb cost-model calibration record. One row per timed region — per
# (node, output partition), not per node: the partitioned branches time each partition
# separately, and a hash repartition bills its shared concat+scatter prologue to p0.
# The partition is not a column: a node's regions are written consecutively, p0 first.
# A benchmark executes its plan several times and writes EVERY measured execution, in
#   the order they ran; the .benchmark.txt beside it reports one chosen run instead. So
#   the same (query, label, node_seq) recurs, and a repeat of the root's node_seq is
#   where one execution's rows end. Spread across those repeats is data, not noise.
# ONE FILE IS ONE RUN. The `# run:` lines below hold what is constant across it, and
#   each of them changes what the microseconds MEAN — so appending a run that disagrees
#   with them is refused rather than merged.
# source = which engine produced the row. peacockdb pays a host prologue that bare cuDF
#   has no analogue for; that difference is what const_peacock is fitted to, so rows
#   from the two sources are not interchangeable.
# node_type = the plan node's name. Its cost CATEGORY is deliberately not a column: it
#   is a lookup in cost_model.conf, which changes on its own, and a column would freeze
#   the taxonomy as it stood when the rows were written. The writer still refuses to
#   emit a node type the taxonomy does not bin.
# peacock_host_us = host time before the region's first device touch.
# cudf_host_us = host time from that touch to the end of the region. Under
#   timing_mode=sync it CONTAINS the device execution and device_us is 0; under events
#   it does not. Not launch cost in either mode — cuDF and rmm synchronize internally.
# device_us = between the region's CUDA events. events mode only.
# wall_us = peacock_host_us + cudf_host_us, the host side of the region.
# cuda_bytes = the bytes this region's category is charged for; the regressor. Equal to
#   out_bytes on the peacockdb source, the mapped call's bytes on the bare-cuDF one.
# in_rows/in_bytes = summed over ALL children, unlike the .cpu.txt golden, which
#   renders the first child's.
# hbm_bytes is NOT here: it comes from Nsight and joins on (query, node_seq).
# run: timing_mode=events
# run: build_profile=benchmarks opt-level=3
# run: allocator=rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
source	dataset	sf	query	label	node_seq	node_type	in_rows	in_bytes	out_rows	out_bytes	cuda_bytes	peacock_host_us	cudf_host_us	device_us	wall_us
peacockdb	tpcds	1	q4	full_table-tp1-standard	16	GpuFilterExec	73049	1187048	365	5932	5932	9	116	115	125
peacockdb	tpcds	1	q4	full_table-tp1-standard	15	GpuScanExec	0	0	73049	1187048	1187048	2	17034	17033	17036
peacockdb	tpcds	1	q4	full_table-tp1-standard	21	GpuCoalesceBatchesExec	2751012	453598672	2751012	453598672	453598672	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	20	GpuHashJoinExec	2980404	242633342	2751012	453598672	453598672	3	4553	4638	4556
peacockdb	tpcds	1	q4	full_table-tp1-standard	18	GpuScanExec	0	0	100000	10040716	10040716	2	117507	117505	117509
peacockdb	tpcds	1	q4	full_table-tp1-standard	19	GpuScanExec	0	0	2880404	232592626	232592626	3	19908	19906	19911
peacockdb	tpcds	1	q4	full_table-tp1-standard	43	GpuProjectExec	26260	951930	26260	951930	951930	0	62	61	62
peacockdb	tpcds	1	q4	full_table-tp1-standard	42	GpuCoalesceBatchesExec	26260	951930	26260	951930	951930	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	41	GpuFilterExec	27282	988978	26260	951930	951930	1	214	213	215
peacockdb	tpcds	1	q4	full_table-tp1-standard	40	GpuProjectExec	27282	3179134	27282	988978	988978	1	67	67	68
peacockdb	tpcds	1	q4	full_table-tp1-standard	39	GpuAggregateExec	285994	47166988	27282	3179134	3179134	4	10294	10293	10298
peacockdb	tpcds	1	q4	full_table-tp1-standard	38	GpuProjectExec	285994	47166988	285994	47166988	47166988	1	463	463	464
peacockdb	tpcds	1	q4	full_table-tp1-standard	37	GpuCoalesceBatchesExec	285994	47166988	285994	47166988	47166988	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	36	GpuHashJoinExec	1434783	236570103	285994	47166988	47166988	1	1999	1998	2000
peacockdb	tpcds	1	q4	full_table-tp1-standard	31	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	30	GpuFilterExec	73049	1187048	365	5932	5932	9	117	116	126
peacockdb	tpcds	1	q4	full_table-tp1-standard	29	GpuScanExec	0	0	73049	1187048	1187048	2	16925	16924	16927
peacockdb	tpcds	1	q4	full_table-tp1-standard	35	GpuCoalesceBatchesExec	1434418	236564171	1434418	236564171	236564171	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	34	GpuHashJoinExec	1541548	126445720	1434418	236564171	236564171	3	3139	3155	3142
peacockdb	tpcds	1	q4	full_table-tp1-standard	32	GpuScanExec	0	0	100000	10040716	10040716	2	119081	119080	119083
peacockdb	tpcds	1	q4	full_table-tp1-standard	33	GpuScanExec	0	0	1441548	116405004	116405004	9	12670	12669	12679
peacockdb	tpcds	1	q4	full_table-tp1-standard	57	GpuProjectExec	27177	3168446	27177	985172	985172	1	67	66	68
peacockdb	tpcds	1	q4	full_table-tp1-standard	56	GpuAggregateExec	284628	46946686	27177	3168446	3168446	4	10595	10594	10599
peacockdb	tpcds	1	q4	full_table-tp1-standard	55	GpuProjectExec	284628	46946686	284628	46946686	46946686	1	461	463	462
peacockdb	tpcds	1	q4	full_table-tp1-standard	54	GpuCoalesceBatchesExec	284628	46946686	284628	46946686	46946686	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	53	GpuHashJoinExec	1434783	236570103	284628	46946686	46946686	2	1976	1975	1978
peacockdb	tpcds	1	q4	full_table-tp1-standard	48	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	47	GpuFilterExec	73049	1187048	365	5932	5932	10	119	118	129
peacockdb	tpcds	1	q4	full_table-tp1-standard	46	GpuScanExec	0	0	73049	1187048	1187048	2	16934	16933	16936
peacockdb	tpcds	1	q4	full_table-tp1-standard	52	GpuCoalesceBatchesExec	1434418	236564171	1434418	236564171	236564171	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	51	GpuHashJoinExec	1541548	126445720	1434418	236564171	236564171	4	3146	3172	3150
peacockdb	tpcds	1	q4	full_table-tp1-standard	49	GpuScanExec	0	0	100000	10040716	10040716	3	115627	115625	115630
peacockdb	tpcds	1	q4	full_table-tp1-standard	50	GpuScanExec	0	0	1441548	116405004	116405004	9	12682	12681	12691
peacockdb	tpcds	1	q4	full_table-tp1-standard	74	GpuProjectExec	11349	411406	11349	411406	411406	0	61	60	61
peacockdb	tpcds	1	q4	full_table-tp1-standard	73	GpuCoalesceBatchesExec	11349	411406	11349	411406	411406	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	72	GpuFilterExec	11552	418764	11349	411406	411406	1	215	214	216
peacockdb	tpcds	1	q4	full_table-tp1-standard	71	GpuProjectExec	11552	1346175	11552	418764	418764	1	68	67	69
peacockdb	tpcds	1	q4	full_table-tp1-standard	70	GpuAggregateExec	147010	24250580	11552	1346175	1346175	5	10464	10462	10469
peacockdb	tpcds	1	q4	full_table-tp1-standard	69	GpuProjectExec	147010	24250580	147010	24250580	24250580	1	440	439	441
peacockdb	tpcds	1	q4	full_table-tp1-standard	68	GpuCoalesceBatchesExec	147010	24250580	147010	24250580	24250580	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	67	GpuHashJoinExec	719579	118629041	147010	24250580	24250580	1	1760	1759	1761
peacockdb	tpcds	1	q4	full_table-tp1-standard	62	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	61	GpuFilterExec	73049	1187048	365	5932	5932	11	120	119	131
peacockdb	tpcds	1	q4	full_table-tp1-standard	60	GpuScanExec	0	0	73049	1187048	1187048	2	17247	17246	17249
peacockdb	tpcds	1	q4	full_table-tp1-standard	66	GpuCoalesceBatchesExec	719214	118623109	719214	118623109	118623109	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	65	GpuHashJoinExec	819384	68130974	719214	118623109	118623109	5	2340	2339	2345
peacockdb	tpcds	1	q4	full_table-tp1-standard	63	GpuScanExec	0	0	100000	10040716	10040716	3	116506	116503	116509
peacockdb	tpcds	1	q4	full_table-tp1-standard	64	GpuScanExec	0	0	719384	58090258	58090258	10	10989	10988	10999
peacockdb	tpcds	1	q4	full_table-tp1-standard	88	GpuProjectExec	11252	1311961	11252	407890	407890	1	70	69	71
peacockdb	tpcds	1	q4	full_table-tp1-standard	87	GpuAggregateExec	142487	23511451	11252	1311961	1311961	4	10307	10306	10311
peacockdb	tpcds	1	q4	full_table-tp1-standard	86	GpuProjectExec	142487	23511451	142487	23511451	23511451	1	423	422	424
peacockdb	tpcds	1	q4	full_table-tp1-standard	85	GpuCoalesceBatchesExec	142487	23511451	142487	23511451	23511451	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	84	GpuHashJoinExec	719579	118629041	142487	23511451	23511451	2	1686	1685	1688
peacockdb	tpcds	1	q4	full_table-tp1-standard	79	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	78	GpuFilterExec	73049	1187048	365	5932	5932	10	123	122	133
peacockdb	tpcds	1	q4	full_table-tp1-standard	77	GpuScanExec	0	0	73049	1187048	1187048	2	16886	16884	16888
peacockdb	tpcds	1	q4	full_table-tp1-standard	83	GpuCoalesceBatchesExec	719214	118623109	719214	118623109	118623109	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	82	GpuHashJoinExec	819384	68130974	719214	118623109	118623109	3	2332	2331	2335
peacockdb	tpcds	1	q4	full_table-tp1-standard	80	GpuScanExec	0	0	100000	10040716	10040716	2	116624	116621	116626
peacockdb	tpcds	1	q4	full_table-tp1-standard	81	GpuScanExec	0	0	719384	58090258	58090258	10	10691	10690	10701
peacockdb	tpcds	1	q4	full_table-tp1-standard	91	GpuSortExec	6	294	6	294	294	2	820	819	822
peacockdb	tpcds	1	q4	full_table-tp1-standard	90	GpuCoalesceBatchesExec	6	294	6	294	294	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	89	GpuHashJoinExec	11319	415573	6	294	294	2	2370	2369	2372
peacockdb	tpcds	1	q4	full_table-tp1-standard	76	GpuCoalesceBatchesExec	67	7683	67	7683	7683	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	75	GpuHashJoinExec	11851	460374	67	7683	7683	2	1137	1136	1139
peacockdb	tpcds	1	q4	full_table-tp1-standard	59	GpuCoalesceBatchesExec	502	48968	502	48968	48968	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	58	GpuHashJoinExec	30970	1415894	502	48968	48968	2	2450	2449	2452
peacockdb	tpcds	1	q4	full_table-tp1-standard	45	GpuCoalesceBatchesExec	3793	430722	3793	430722	430722	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	44	GpuHashJoinExec	40727	2360627	3793	430722	430722	2	1164	1163	1166
peacockdb	tpcds	1	q4	full_table-tp1-standard	28	GpuCoalesceBatchesExec	14467	1408697	14467	1408697	1408697	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	27	GpuHashJoinExec	76098	3708162	14467	1408697	1408697	1	769	768	770
peacockdb	tpcds	1	q4	full_table-tp1-standard	14	GpuProjectExec	37923	1374714	37923	1374714	1374714	0	63	62	63
peacockdb	tpcds	1	q4	full_table-tp1-standard	13	GpuCoalesceBatchesExec	37923	1374714	37923	1374714	1374714	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	12	GpuFilterExec	37923	1374714	37923	1374714	1374714	1	177	177	178
peacockdb	tpcds	1	q4	full_table-tp1-standard	11	GpuProjectExec	37923	4417382	37923	1374714	1374714	1	66	65	67
peacockdb	tpcds	1	q4	full_table-tp1-standard	10	GpuAggregateExec	533427	87965607	37923	4417382	4417382	4	11501	11500	11505
peacockdb	tpcds	1	q4	full_table-tp1-standard	9	GpuProjectExec	533427	87965607	533427	87965607	87965607	1	464	478	465
peacockdb	tpcds	1	q4	full_table-tp1-standard	8	GpuCoalesceBatchesExec	533427	87965607	533427	87965607	87965607	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	7	GpuHashJoinExec	2751377	453604604	533427	87965607	87965607	1	2356	2355	2357
peacockdb	tpcds	1	q4	full_table-tp1-standard	2	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	1	GpuFilterExec	73049	1187048	365	5932	5932	10	120	119	130
peacockdb	tpcds	1	q4	full_table-tp1-standard	0	GpuScanExec	0	0	73049	1187048	1187048	2	16876	16870	16878
peacockdb	tpcds	1	q4	full_table-tp1-standard	6	GpuCoalesceBatchesExec	2751012	453598672	2751012	453598672	453598672	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	5	GpuHashJoinExec	2980404	242633342	2751012	453598672	453598672	3	4572	4659	4575
peacockdb	tpcds	1	q4	full_table-tp1-standard	3	GpuScanExec	0	0	100000	10040716	10040716	3	114686	114685	114689
peacockdb	tpcds	1	q4	full_table-tp1-standard	4	GpuScanExec	0	0	2880404	232592626	232592626	4	19980	19979	19984
peacockdb	tpcds	1	q4	full_table-tp1-standard	26	GpuProjectExec	38175	4447815	38175	2333448	2333448	1	215	214	216
peacockdb	tpcds	1	q4	full_table-tp1-standard	25	GpuAggregateExec	536691	88482260	38175	4447815	4447815	4	11095	11094	11099
peacockdb	tpcds	1	q4	full_table-tp1-standard	24	GpuProjectExec	536691	88482260	536691	88482260	88482260	1	481	491	482
peacockdb	tpcds	1	q4	full_table-tp1-standard	23	GpuCoalesceBatchesExec	536691	88482260	536691	88482260	88482260	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	22	GpuHashJoinExec	2751377	453604604	536691	88482260	88482260	1	2368	2367	2369
peacockdb	tpcds	1	q4	full_table-tp1-standard	17	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	16	GpuFilterExec	73049	1187048	365	5932	5932	9	119	118	128
peacockdb	tpcds	1	q4	full_table-tp1-standard	15	GpuScanExec	0	0	73049	1187048	1187048	2	17027	17026	17029
peacockdb	tpcds	1	q4	full_table-tp1-standard	21	GpuCoalesceBatchesExec	2751012	453598672	2751012	453598672	453598672	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	20	GpuHashJoinExec	2980404	242633342	2751012	453598672	453598672	3	4555	4638	4558
peacockdb	tpcds	1	q4	full_table-tp1-standard	18	GpuScanExec	0	0	100000	10040716	10040716	2	117377	117375	117379
peacockdb	tpcds	1	q4	full_table-tp1-standard	19	GpuScanExec	0	0	2880404	232592626	232592626	3	19986	19984	19989
peacockdb	tpcds	1	q4	full_table-tp1-standard	43	GpuProjectExec	26260	951930	26260	951930	951930	0	59	58	59
peacockdb	tpcds	1	q4	full_table-tp1-standard	42	GpuCoalesceBatchesExec	26260	951930	26260	951930	951930	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	41	GpuFilterExec	27282	988978	26260	951930	951930	1	214	213	215
peacockdb	tpcds	1	q4	full_table-tp1-standard	40	GpuProjectExec	27282	3179134	27282	988978	988978	1	68	67	69
peacockdb	tpcds	1	q4	full_table-tp1-standard	39	GpuAggregateExec	285994	47166988	27282	3179134	3179134	4	10433	10432	10437
peacockdb	tpcds	1	q4	full_table-tp1-standard	38	GpuProjectExec	285994	47166988	285994	47166988	47166988	1	456	462	457
peacockdb	tpcds	1	q4	full_table-tp1-standard	37	GpuCoalesceBatchesExec	285994	47166988	285994	47166988	47166988	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	36	GpuHashJoinExec	1434783	236570103	285994	47166988	47166988	1	2012	2011	2013
peacockdb	tpcds	1	q4	full_table-tp1-standard	31	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	30	GpuFilterExec	73049	1187048	365	5932	5932	10	118	117	128
peacockdb	tpcds	1	q4	full_table-tp1-standard	29	GpuScanExec	0	0	73049	1187048	1187048	2	16940	16939	16942
peacockdb	tpcds	1	q4	full_table-tp1-standard	35	GpuCoalesceBatchesExec	1434418	236564171	1434418	236564171	236564171	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	34	GpuHashJoinExec	1541548	126445720	1434418	236564171	236564171	3	3129	3153	3132
peacockdb	tpcds	1	q4	full_table-tp1-standard	32	GpuScanExec	0	0	100000	10040716	10040716	3	117249	117247	117252
peacockdb	tpcds	1	q4	full_table-tp1-standard	33	GpuScanExec	0	0	1441548	116405004	116405004	10	12651	12650	12661
peacockdb	tpcds	1	q4	full_table-tp1-standard	57	GpuProjectExec	27177	3168446	27177	985172	985172	1	69	68	70
peacockdb	tpcds	1	q4	full_table-tp1-standard	56	GpuAggregateExec	284628	46946686	27177	3168446	3168446	4	10669	10667	10673
peacockdb	tpcds	1	q4	full_table-tp1-standard	55	GpuProjectExec	284628	46946686	284628	46946686	46946686	1	460	466	461
peacockdb	tpcds	1	q4	full_table-tp1-standard	54	GpuCoalesceBatchesExec	284628	46946686	284628	46946686	46946686	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	53	GpuHashJoinExec	1434783	236570103	284628	46946686	46946686	1	1987	1986	1988
peacockdb	tpcds	1	q4	full_table-tp1-standard	48	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	47	GpuFilterExec	73049	1187048	365	5932	5932	9	118	117	127
peacockdb	tpcds	1	q4	full_table-tp1-standard	46	GpuScanExec	0	0	73049	1187048	1187048	2	16897	16896	16899
peacockdb	tpcds	1	q4	full_table-tp1-standard	52	GpuCoalesceBatchesExec	1434418	236564171	1434418	236564171	236564171	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	51	GpuHashJoinExec	1541548	126445720	1434418	236564171	236564171	3	3129	3154	3132
peacockdb	tpcds	1	q4	full_table-tp1-standard	49	GpuScanExec	0	0	100000	10040716	10040716	3	115450	115449	115453
peacockdb	tpcds	1	q4	full_table-tp1-standard	50	GpuScanExec	0	0	1441548	116405004	116405004	9	12607	12606	12616
peacockdb	tpcds	1	q4	full_table-tp1-standard	74	GpuProjectExec	11349	411406	11349	411406	411406	0	62	61	62
peacockdb	tpcds	1	q4	full_table-tp1-standard	73	GpuCoalesceBatchesExec	11349	411406	11349	411406	411406	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	72	GpuFilterExec	11552	418764	11349	411406	411406	0	212	211	212
peacockdb	tpcds	1	q4	full_table-tp1-standard	71	GpuProjectExec	11552	1346175	11552	418764	418764	1	67	67	68
peacockdb	tpcds	1	q4	full_table-tp1-standard	70	GpuAggregateExec	147010	24250580	11552	1346175	1346175	4	10417	10417	10421
peacockdb	tpcds	1	q4	full_table-tp1-standard	69	GpuProjectExec	147010	24250580	147010	24250580	24250580	1	433	432	434
peacockdb	tpcds	1	q4	full_table-tp1-standard	68	GpuCoalesceBatchesExec	147010	24250580	147010	24250580	24250580	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	67	GpuHashJoinExec	719579	118629041	147010	24250580	24250580	1	1732	1731	1733
peacockdb	tpcds	1	q4	full_table-tp1-standard	62	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	61	GpuFilterExec	73049	1187048	365	5932	5932	10	120	119	130
peacockdb	tpcds	1	q4	full_table-tp1-standard	60	GpuScanExec	0	0	73049	1187048	1187048	2	17237	17235	17239
peacockdb	tpcds	1	q4	full_table-tp1-standard	66	GpuCoalesceBatchesExec	719214	118623109	719214	118623109	118623109	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	65	GpuHashJoinExec	819384	68130974	719214	118623109	118623109	4	2343	2341	2347
peacockdb	tpcds	1	q4	full_table-tp1-standard	63	GpuScanExec	0	0	100000	10040716	10040716	3	118505	118501	118508
peacockdb	tpcds	1	q4	full_table-tp1-standard	64	GpuScanExec	0	0	719384	58090258	58090258	9	10994	10994	11003
peacockdb	tpcds	1	q4	full_table-tp1-standard	88	GpuProjectExec	11252	1311961	11252	407890	407890	1	67	66	68
peacockdb	tpcds	1	q4	full_table-tp1-standard	87	GpuAggregateExec	142487	23511451	11252	1311961	1311961	4	10619	10618	10623
peacockdb	tpcds	1	q4	full_table-tp1-standard	86	GpuProjectExec	142487	23511451	142487	23511451	23511451	1	423	422	424
peacockdb	tpcds	1	q4	full_table-tp1-standard	85	GpuCoalesceBatchesExec	142487	23511451	142487	23511451	23511451	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	84	GpuHashJoinExec	719579	118629041	142487	23511451	23511451	1	1722	1721	1723
peacockdb	tpcds	1	q4	full_table-tp1-standard	79	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	78	GpuFilterExec	73049	1187048	365	5932	5932	10	135	134	145
peacockdb	tpcds	1	q4	full_table-tp1-standard	77	GpuScanExec	0	0	73049	1187048	1187048	2	16866	16865	16868
peacockdb	tpcds	1	q4	full_table-tp1-standard	83	GpuCoalesceBatchesExec	719214	118623109	719214	118623109	118623109	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	82	GpuHashJoinExec	819384	68130974	719214	118623109	118623109	3	2319	2318	2322
peacockdb	tpcds	1	q4	full_table-tp1-standard	80	GpuScanExec	0	0	100000	10040716	10040716	2	116996	116994	116998
peacockdb	tpcds	1	q4	full_table-tp1-standard	81	GpuScanExec	0	0	719384	58090258	58090258	8	10647	10646	10655
peacockdb	tpcds	1	q4	full_table-tp1-standard	91	GpuSortExec	6	294	6	294	294	2	822	821	824
peacockdb	tpcds	1	q4	full_table-tp1-standard	90	GpuCoalesceBatchesExec	6	294	6	294	294	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	89	GpuHashJoinExec	11319	415573	6	294	294	2	2330	2330	2332
peacockdb	tpcds	1	q4	full_table-tp1-standard	76	GpuCoalesceBatchesExec	67	7683	67	7683	7683	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	75	GpuHashJoinExec	11851	460374	67	7683	7683	2	1136	1135	1138
peacockdb	tpcds	1	q4	full_table-tp1-standard	59	GpuCoalesceBatchesExec	502	48968	502	48968	48968	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	58	GpuHashJoinExec	30970	1415894	502	48968	48968	2	2445	2444	2447
peacockdb	tpcds	1	q4	full_table-tp1-standard	45	GpuCoalesceBatchesExec	3793	430722	3793	430722	430722	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	44	GpuHashJoinExec	40727	2360627	3793	430722	430722	2	1188	1187	1190
peacockdb	tpcds	1	q4	full_table-tp1-standard	28	GpuCoalesceBatchesExec	14467	1408697	14467	1408697	1408697	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	27	GpuHashJoinExec	76098	3708162	14467	1408697	1408697	1	785	784	786
peacockdb	tpcds	1	q4	full_table-tp1-standard	14	GpuProjectExec	37923	1374714	37923	1374714	1374714	0	65	64	65
peacockdb	tpcds	1	q4	full_table-tp1-standard	13	GpuCoalesceBatchesExec	37923	1374714	37923	1374714	1374714	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	12	GpuFilterExec	37923	1374714	37923	1374714	1374714	1	171	170	172
peacockdb	tpcds	1	q4	full_table-tp1-standard	11	GpuProjectExec	37923	4417382	37923	1374714	1374714	1	68	66	69
peacockdb	tpcds	1	q4	full_table-tp1-standard	10	GpuAggregateExec	533427	87965607	37923	4417382	4417382	3	11545	11544	11548
peacockdb	tpcds	1	q4	full_table-tp1-standard	9	GpuProjectExec	533427	87965607	533427	87965607	87965607	1	461	477	462
peacockdb	tpcds	1	q4	full_table-tp1-standard	8	GpuCoalesceBatchesExec	533427	87965607	533427	87965607	87965607	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	7	GpuHashJoinExec	2751377	453604604	533427	87965607	87965607	2	2367	2366	2369
peacockdb	tpcds	1	q4	full_table-tp1-standard	2	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	1	GpuFilterExec	73049	1187048	365	5932	5932	10	123	122	133
peacockdb	tpcds	1	q4	full_table-tp1-standard	0	GpuScanExec	0	0	73049	1187048	1187048	2	16863	16856	16865
peacockdb	tpcds	1	q4	full_table-tp1-standard	6	GpuCoalesceBatchesExec	2751012	453598672	2751012	453598672	453598672	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	5	GpuHashJoinExec	2980404	242633342	2751012	453598672	453598672	3	4550	4635	4553
peacockdb	tpcds	1	q4	full_table-tp1-standard	3	GpuScanExec	0	0	100000	10040716	10040716	2	114673	114672	114675
peacockdb	tpcds	1	q4	full_table-tp1-standard	4	GpuScanExec	0	0	2880404	232592626	232592626	3	19870	19868	19873
peacockdb	tpcds	1	q4	full_table-tp1-standard	26	GpuProjectExec	38175	4447815	38175	2333448	2333448	1	213	212	214
peacockdb	tpcds	1	q4	full_table-tp1-standard	25	GpuAggregateExec	536691	88482260	38175	4447815	4447815	4	11139	11138	11143
peacockdb	tpcds	1	q4	full_table-tp1-standard	24	GpuProjectExec	536691	88482260	536691	88482260	88482260	1	487	499	488
peacockdb	tpcds	1	q4	full_table-tp1-standard	23	GpuCoalesceBatchesExec	536691	88482260	536691	88482260	88482260	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	22	GpuHashJoinExec	2751377	453604604	536691	88482260	88482260	1	2346	2345	2347
peacockdb	tpcds	1	q4	full_table-tp1-standard	17	GpuCoalesceBatchesExec	365	5932	365	5932	5932	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	16	GpuFilterExec	73049	1187048	365	5932	5932	9	120	119	129
peacockdb	tpcds	1	q4	full_table-tp1-standard	15	GpuScanExec	0	0	73049	1187048	1187048	2	17011	17010	17013
peacockdb	tpcds	1	q4	full_table-tp1-standard	21	GpuCoalesceBatchesExec	2751012	453598672	2751012	453598672	453598672	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	20	GpuHashJoinExec	2980404	242633342	2751012	453598672	453598672	3	4569	4655	4572
peacockdb	tpcds	1	q4	full_table-tp1-standard	18	GpuScanExec	0	0	100000	10040716	10040716	2	117339	117337	117341
peacockdb	tpcds	1	q4	full_table-tp1-standard	19	GpuScanExec	0	0	2880404	232592626	232592626	3	19808	19806	19811
peacockdb	tpcds	1	q4	full_table-tp1-standard	43	GpuProjectExec	26260	951930	26260	951930	951930	0	61	60	61
peacockdb	tpcds	1	q4	full_table-tp1-standard	42	GpuCoalesceBatchesExec	26260	951930	26260	951930	951930	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	41	GpuFilterExec	27282	988978	26260	951930	951930	1	221	220	222
peacockdb	tpcds	1	q4	full_table-tp1-standard	40	GpuProjectExec	27282	3179134	27282	988978	988978	1	68	67	69
peacockdb	tpcds	1	q4	full_table-tp1-standard	39	GpuAggregateExec	285994	47166988	27282	3179134	3179134	3	10574	10572	10577
peacockdb	tpcds	1	q4	full_table-tp1-standard	38	GpuProjectExec	285994	47166988	285994	47166988	47166988	1	455	459	456
peacockdb	tpcds	1	q4	full_table-tp1-standard	37	GpuCoalesceBatchesExec	285994	47166988	285994	47166988	47166988	0	0	0	0
peacockdb	tpcds	1	q4	full_table-tp1-standard	36	GpuHashJoinExec	1434783	236570103	285994	47166988	47166988	2	1999	1998	2001
